Program Year,CE ID,CE Name,ESC Region,Review ID,Review Date,Finding Area,Question Number,"Question
(For more details, USDA provides information on the forms referenced in this column on their Website.)"
2015 - 2016,00375,LA GRANGE ISD,13,13811,01/12/2016,100 - Certification and Benefit Issuance,126,a. Certification and Benefit Issuance Review Method:
2015 - 2016,01389,OUR LADY OF PERPETUAL HELP CATHOLIC SCHOOL,10,14728,01/12/2016,100 - Certification and Benefit Issuance,126,a. Certification and Benefit Issuance Review Method:
2015 - 2016,01389,OUR LADY OF PERPETUAL HELP CATHOLIC SCHOOL,10,14728,01/12/2016,100 - Certification and Benefit Issuance,134,"Does the SFA perform Direct Certification matches according to the required timeframes?  If NO, how often are matches conducted?"
2015 - 2016,01389,OUR LADY OF PERPETUAL HELP CATHOLIC SCHOOL,10,14728,01/12/2016,1400 - Food Safety,1405,"Was the SFA's written food safety plan implemented?   If NO, explain."
2015 - 2016,01389,OUR LADY OF PERPETUAL HELP CATHOLIC SCHOOL,10,14728,01/12/2016,700 - Resource Management (2015),703,Did the SFA conduct a year-end review of total revenues and expenses to determine the school food service’s nonprofit status?
2015 - 2016,01389,OUR LADY OF PERPETUAL HELP CATHOLIC SCHOOL,10,14728,01/12/2016,700 - Resource Management (2015),707,Did the SFA charge the minimum target paid lunch price at all sites or use the USDA Paid Lunch Equity Tool to evaluate its paid lunch prices?
2015 - 2016,00235,PADUCAH ISD,17,13674,01/12/2016,400 - Meal Components and Quantities - Lunch,402,Are the minimum daily quantity requirements met for the age/grade group being served?
2015 - 2016,01173,QUITMAN ISD,7,18223,01/12/2016,100 - Certification and Benefit Issuance,126,a. Certification and Benefit Issuance Review Method:
2015 - 2016,01115,ROYAL ISD,4,14525,01/12/2016,100 - Certification and Benefit Issuance,105,How long does the application's approval take from the date the SFA receives the application from the household?
2015 - 2016,01115,ROYAL ISD,4,14525,01/12/2016,100 - Certification and Benefit Issuance,126,a. Certification and Benefit Issuance Review Method:
2015 - 2016,01115,ROYAL ISD,4,14525,01/12/2016,1100 - Smart Snacks,1100,What are the SFA’s food sale policies? List all types of sales to include the selling of non-food items in combination with food items.
2015 - 2016,00687,SCURRY-ROSSER ISD,10,14108,01/12/2016,100 - Certification and Benefit Issuance,126,a. Certification and Benefit Issuance Review Method:
2015 - 2016,00687,SCURRY-ROSSER ISD,10,14108,01/12/2016,200 - Verification,208,"When a confirmation review was conducted,"
2015 - 2016,00687,SCURRY-ROSSER ISD,10,14108,01/12/2016,700 - Resource Management (2016),714,Did the SFA generate at least as great a share of total revenue from nonprogram foods as nonprogram foods contributed to total food costs?
2015 - 2016,00687,SCURRY-ROSSER ISD,10,14108,01/12/2016,800 - Civil Rights,801,Does the School Food Authority have a Public Release?
2015 - 2016,00687,SCURRY-ROSSER ISD,10,14108,01/12/2016,900 - SFA On Site Monitoring,900,"How does the SFA ensure that all schools are meeting program requirements? For example, how and when is monitoring conducted?"
2015 - 2016,00687,SCURRY-ROSSER ISD,10,14108,01/12/2016,SFAs Contracting with FSMCs Review Form,7,"Does the SFA directly maintain an advisory board composed of parents, teachers and students to assist in menu planning? If NO, explain."
2015 - 2016,01082,SPURGER ISD,5,14494,01/12/2016,100 - Certification and Benefit Issuance,126,a. Certification and Benefit Issuance Review Method:
2015 - 2016,01082,SPURGER ISD,5,14494,01/12/2016,200 - Verification,208,"When a confirmation review was conducted,"
2015 - 2016,01078,APPLE SPRINGS ISD,6,14490,01/13/2016,100 - Certification and Benefit Issuance,126,a. Certification and Benefit Issuance Review Method:
2015 - 2016,01078,APPLE SPRINGS ISD,6,14490,01/13/2016,100 - Certification and Benefit Issuance,128,"Are the correct conversion factors used when processing applications that indicate more than one income frequency?  If NO, explain."
2015 - 2016,01078,APPLE SPRINGS ISD,6,14490,01/13/2016,100 - Certification and Benefit Issuance,133,"Were all direct certifications (SNAP, TANF, FDPIR, foster, homeless, runaway, migrant, Head Start and/or Even Start) correctly certified?  If NO, explain.  Record errors on the Certification and Benefit Issuance Error Worksheet, SFA-1."
2015 - 2016,01078,APPLE SPRINGS ISD,6,14490,01/13/2016,200 - Verification,200,Obtain a copy of the SFA’s most recently submitted FNS-742 (Verification Collection Report).
2015 - 2016,01078,APPLE SPRINGS ISD,6,14490,01/13/2016,200 - Verification,202,Who serves as the confirming official?   (Name and/or position title or software used is acceptable)
2015 - 2016,01078,APPLE SPRINGS ISD,6,14490,01/13/2016,200 - Verification,215,a. Did the SFA complete verification by November 15?
2015 - 2016,01078,APPLE SPRINGS ISD,6,14490,01/13/2016,300 - Meal Counting and Claiming,316,All Schools for the Review Period
2015 - 2016,01078,APPLE SPRINGS ISD,6,14490,01/13/2016,700 - Resource Management (2015),706,Did the SFA complete a process to ensure its compliance with the net cash resources limitation to a level at or below three months’ average expenses? This process could include a current SA Approved Plan to address resources that exceed the net cash resource limitation.
2015 - 2016,01078,APPLE SPRINGS ISD,6,14490,01/13/2016,800 - Civil Rights,808,"For each Off-Site Assessment question (Questions 800-807), do the responses provided demonstrate compliance with FNS requirements?  If NO, explain."
2015 - 2016,01119,BURTON ISD,6,14529,01/13/2016,100 - Certification and Benefit Issuance,105,How long does the application's approval take from the date the SFA receives the application from the household?
2015 - 2016,01119,BURTON ISD,6,14529,01/13/2016,100 - Certification and Benefit Issuance,126,a. Certification and Benefit Issuance Review Method:
2015 - 2016,01119,BURTON ISD,6,14529,01/13/2016,Additional Review Questions,3,"Was the competitive procurement procedures used on purchases of $100,000 or more concerning RCCI and private schools and $50,000 concerning public schools?"
2015 - 2016,00374,FLATONIA ISD,13,13810,01/13/2016,200 - Verification,203,Describe the SFA’s verification process (including SFA’s verification for cause process).
2015 - 2016,00374,FLATONIA ISD,13,13810,01/13/2016,200 - Verification,200,Obtain a copy of the SFA’s most recently submitted FNS-742 (Verification Collection Report).
2015 - 2016,00374,FLATONIA ISD,13,13810,01/13/2016,400 - Meal Components and Quantities - Breakfast,411,a. Do planned menu quantities meet meal pattern requirements for the review period?
2015 - 2016,00374,FLATONIA ISD,13,13810,01/13/2016,400 - Meal Components and Quantities - Lunch,411,a. Do planned menu quantities  meet meal pattern requirements for the review period?
2015 - 2016,00374,FLATONIA ISD,13,13810,01/13/2016,400 - Meal Components and Quantities - Lunch,402,Are the minimum daily quantity requirements met for the age/grade group being served?
2015 - 2016,01106,FRUITVALE ISD,7,14517,01/13/2016,1700 - Afterschool Snack,1707,a. Has the program been monitored within the first 4 weeks of operation each year?
2015 - 2016,01106,FRUITVALE ISD,7,14517,01/13/2016,700 - Resource Management (2015),710,Did the SFA use the USDA Nonprogram Food Revenue Tool or a USDA-approved alternative method to calculate its nonprogram food costs and nonprogram food revenues?
2015 - 2016,00073,HARMONY PUBLIC SCHOOLS,20,13517,01/13/2016,100 - Certification and Benefit Issuance,137,"Did the SFA accurately transfer the correct benefit from the eligibility determination document to the Point of Service benefit issuance document?  If NO, explain.  Record errors on the SFA-1."
2015 - 2016,00073,HARMONY PUBLIC SCHOOLS,20,13517,01/13/2016,100 - Certification and Benefit Issuance,126,a. Certification and Benefit Issuance Review Method:
2015 - 2016,00073,HARMONY PUBLIC SCHOOLS,20,13517,01/13/2016,200 - Verification,209,Based on the review of verified applications:
2015 - 2016,00073,HARMONY PUBLIC SCHOOLS,20,13517,01/13/2016,200 - Verification,208,"When a confirmation review was conducted,"
2015 - 2016,00073,HARMONY PUBLIC SCHOOLS,20,13517,01/13/2016,400 - Meal Components and Quantities - Breakfast,411,a. Do planned menu quantities meet meal pattern requirements for the review period?
2015 - 2016,00481,"KIPP, INC. CHARTER  -FDP",4,13915,01/13/2016,1400 - Food Safety,1400,"a. Does the written food safety plan contain the required elements?  If NO, identify which elements are missing."
2015 - 2016,00840,MOTLEY COUNTY ISD,17,18317,01/13/2016,100 - Certification and Benefit Issuance,137,"Did the SFA accurately transfer the correct benefit from the eligibility determination document to the Point of Service benefit issuance document?  If NO, explain.  Record errors on the SFA-1."
2015 - 2016,00840,MOTLEY COUNTY ISD,17,18317,01/13/2016,200 - Verification,207,a. Did the SFA complete verification?
2015 - 2016,00897,POOLVILLE ISD,11,14316,01/13/2016,100 - Certification and Benefit Issuance,126,a. Certification and Benefit Issuance Review Method:
2015 - 2016,00897,POOLVILLE ISD,11,14316,01/13/2016,800 - Civil Rights,810,Do appropriate Program materials use the non-discrimination statement?
2015 - 2016,00897,POOLVILLE ISD,11,14316,01/13/2016,Additional Review Questions,1,Were funds expensed on something that would improve the Direct Certification process?
2015 - 2016,00056,School of Excellence in Education,20,18330,01/13/2016,400 - Meal Components and Quantities - Breakfast,401,Did all meals observed for the day of review counted for reimbursement contain all of the required meal components?
2015 - 2016,00056,School of Excellence in Education,20,18330,01/13/2016,Additional Review Questions,1,Were funds expensed on something that would improve the Direct Certification process?
2015 - 2016,01240,ST JOHN BERCHMAN'S SCHOOL,20,18329,01/13/2016,100 - Certification and Benefit Issuance,105,How long does the application's approval take from the date the SFA receives the application from the household?
2015 - 2016,01240,ST JOHN BERCHMAN'S SCHOOL,20,18329,01/13/2016,100 - Certification and Benefit Issuance,126,a. Certification and Benefit Issuance Review Method:
2015 - 2016,01240,ST JOHN BERCHMAN'S SCHOOL,20,18329,01/13/2016,100 - Certification and Benefit Issuance,133,"Were all direct certifications (SNAP, TANF, FDPIR, foster, homeless, runaway, migrant, Head Start and/or Even Start) correctly certified?  If NO, explain.  Record errors on the Certification and Benefit Issuance Error Worksheet, SFA-1."
2015 - 2016,01240,ST JOHN BERCHMAN'S SCHOOL,20,18329,01/13/2016,300 - Meal Counting and Claiming - Lunch,325,"a. For the review period, complete S-1, 19."
2015 - 2016,01240,ST JOHN BERCHMAN'S SCHOOL,20,18329,01/13/2016,800 - Civil Rights,806,"When was the SFA’s most recent civil rights training for staff who interact with program applicants or participants (i.e., cafeteria staff, F/R application approval staff) and their supervisors?    Provide supporting documentation for the responses."
2015 - 2016,01081,WARREN ISD,5,14493,01/13/2016,100 - Certification and Benefit Issuance,126,a. Certification and Benefit Issuance Review Method:
2015 - 2016,01081,WARREN ISD,5,14493,01/13/2016,300 - Meal Counting and Claiming - Breakfast,320,Are meal count totals by category combined and recorded correctly?
2015 - 2016,01081,WARREN ISD,5,14493,01/13/2016,400 - Meal Components and Quantities - Lunch,410,"Did all reviewed meals during the review period (production records and other supporting documentation) indicate that all of the required meal components per weekly meal pattern requirements were offered and served to students? If NO, explain any errors identified and the technical assistance provided. Indicate if the violations identified were repeat violations for the SFA. Record the number of meals observed missing required meal components on the S-1, 17. Record only the number of incomplete meals claimed for reimbursement that will be subject to fiscal action in the appropriate field on S-1, 18."
